sentence,label,llm_label
I am starving .,0,0
"Yes , I am studying in Eastern Asian language department .",0,0
You don ’ t like the dog ? I promise I will never bring it with me !,1,0
Thank you . I'm glad that you don't believe that your guests are liars .,0,0
When are you off ?,0,0
"Oh , let me guess . Through the internet ?",0,0
Oh . I don't think I can afford that . How about this one ?,0,0
I'm sorry.It ' s out of season now .,0,0
I need some flowers for my wife . It's her birthday .,0,0
Is Tom available please ?,0,0
Yes .,0,0
Great !,0,0
"Okay , this sounds a little tough , how am I supposed to practice for this ?",0,0
Ok . I hope you can have these goods delivered before the end of September . We'd like them to be ready in time for our Christmas sales .,0,0
Do you think you could finish it in three days ?,0,0
"I have no idea . Measure me , please .",0,0
Oh ... I go to see my sister twice a year or so .,0,0
I have to go to court ?,0,0
I saw on the tv yesterday that there has been another earthquake in Iran .,0,0
"Yes , you're right . Politicians of all kinds , religious people , and one or two madmen .",0,0
That would be good .,0,0
"Oh , so you're a teacher .",0,0
"Yes , it is lovely . I have been expecting something like this for a long time . Thanks ever so much .",0,0
"That's because you're talking to me all the time . Be patient , or there will be no chance to have sashimi for dinner today .",1,0
Let me think about it .,0,0
No . you go ahead and putt it out . Then I'Il go .,0,0
"Yes , I think so too .",0,0
Yes . My name is Laura Wills .,1,0
I see . Thank you very much for your advice . Bye .,0,0
"I'm just browsing , thanks .",0,0
"To be honest , I don't really like doing either one , I can't cook and I hate cleaning .",0,0
"Yeah , how often do you go ?",0,0
"Paper , please .",0,0
What's the problem ? We really can't have any delays at this stage . We're working to a really tight schedule and we're already over budget .,0,0
Sure .,0,0
"No , I just want to meet you .",0,0
Just walk north for 3 blocks . It's next to the Mexico restaurant .,0,0
He sometimes really drives me crazy .,0,0
"Yes , there is one at Sanyuan Bridge . It is a famous restaurant in the city .",0,0
Do you have change for a hundred ?,0,0
no . they don ’ t . they simply charge higher prices at peak times . Is there no limit on the amount of advertisements that can be shown on tv in your country ?,0,0
You will be going northwards . You are now in the the Western part of the city and the Allied Irish Bank is situated in the North East . Here's a rough sketch of the area .,1,0
So tell me about it !,0,0
"What ? Speak up , Janey . I'm afraid I can't hear you .",0,0
OK . I gotta call mine too .,0,0
"Well , I'll take them .",0,0
Not much make up .,0,0
Do you think that I should get a new wardrobe ?,0,0
It happened this morning .,0,0
Can you give me directions to the office ?,0,0
Yes .,0,0
"Yes , It is the right one .",0,0
Do you know this song ?,0,0
That will be best . I'd like to have a good rest first .,1,0
I'm not sure .,0,0
Maybe we should start shopping around the competitors people .,0,0
I'd like to buy some Chinese-style cakes . Could you recommend me some ?,0,0
"Oh , now I understand ! So , you've already used up all your amenities ?",0,0
I swear that I didn't mean to run it .,0,0
"Ok . So for one month , reduce the number you smoke by one a day . At the end of the month , you'll have quit . You should also buy a tracksuit and go jogging every morning . You don't need to jog far .",0,0
"Can I help you , sir ?",0,0
Are you leaving ?,0,0
"Well , what are you going to do now ? Have you made any plans ?",0,0
"L / C stands for ' letter of credit ' . This is necessary for trade between two countries . A Letter of Credit is quite literally that — a letter addressed by the buyer's bank to the seller's bank stating that they could vouch for their good customer , the buyer , and that they would pay the seller in case of the buyer's default . Nowadays , it's sometimes used for domestic trade too .",0,0
What ’ re you doing now ?,0,0
"Wow , like how do they train the dogs ?",0,0
It's really nice .,0,0
"That sounds terrible the way you describe it . But you know , not long ago I really suffered on the bus .",0,0
How about Daniel ?,0,0
"But where have you been , Alice ? You're over an hour late .",0,0
One more from Carla .,0,0
I doubt it .,0,0
"You have a temperature , but it's nothing serious . It's probably just the flu . I'll give you a prescription . Take this to the chemist's . Take one tablet every four hours . You should stay in bed tomorrow , and drink plenty of lemon juice .",1,1
How many potatoes do you need ?,0,0
"We can ’ t . if we went that fast , we would break the speed limit .",0,0
"Great , so we can afford the new apartment after all !",0,0
OK .,0,0
What characteristics should an interpreter own ?,0,0
"No , it's quite simple . When you get on , just ask the bus driver when to pay the fare and where you want to get off .",0,0
Great ! Do you know someone else who is also looking for an apartment ?,0,0
Nothing . I think I'll take the job .,0,0
"Yes , but I'm very busy with work.And you know how it is , sometimes people don't visit the tourist sites in their own country .",0,0
"hey , what if the three of us go to the beach together ? Besides , you and Bob haven't seen each other for a while . I don't want my best friend and my boyfriend to be complete strangers .",0,0
We ’ ll then make an offer as soon as possible . I hope a lot of business will be conducted between us .,1,0
"Follow me , please . How do you like this one ?",0,0
"Yes , I want to know exactly where the money is going . Give me a detailed report .",0,0
"No . it ’ s unfurnished . It has a kitchen , but no oven.There ’ s a garden in the back , but the tenants can ’ t use it.The landlord lives downstairs.Friends are forbidden in the apartment after midnight . No noise and no television after 11",0,0
What size pan were you thinking of ?,0,0
How ’ s it going ?,0,0
Is my hair done yet ?,0,0
Thank you for your compliments .,0,0
"I'm from Korea . My parents wanted me to go to an American university , so I came here .",0,0
And I've got to drive.You know I'm not fond of that . I found it much more relaxing to sit in the train .,0,0
Er ? I am driving right now . Can you call back in 30 minutes ?,0,0
let me just grab your file . How long have you worked for us now ?,0,0
I am going to invite other guys . See you that day .,0,0
"Come on in.Let me show you the house.Isn ' t it something ? Spacious , bright and clean.And the walls were newly painted.Have you ever seen such a nice house ?",1,0
Thanks .,0,0
How ’ s it going ?,0,0
What a nostalgic food !,0,0
"Very good . Now , I have a couple of final questions .",0,0
"All right . You need to have an interview with our manager , Mr . McBride . Let ’ s go to his office .",0,0
"Yes , I have brought them with me . Here they are .",0,0
Good morning Mr . Li,0,0
"Yes , it was a very evenly matched game .",0,0
What do you plan to do for your birthday ?,0,0
"Yes , but look at it this way , getting rid of the carts probably gives more work to local people , which is a good thing , right ?",0,0
My car broke down .,0,0
I need to make a copy of a document as soon as possible .,0,0
I worked hard too . But she always gives me a lower grade .,0,0
Seriously . The only tax I don't mind them taking is social security . It's only a few dollars every paycheck .,0,0
"Yes , I did . Can you call after 7 p . m . ? I'm usually out in the daytime .",0,0
Core courses are ones that you must take . Elective courses are ones that you get to choose for yourself .,0,0
"I think an advertising planner should have active thoughts , creative talent , and be sensitive to the changes in the market .",0,0
I need some remedies for an upset stomach .,0,1
He'll never do well in mathematics .,0,0
Tonight is a party night ! What drinks do you think we need ?,0,0
"Okay , thanks a lot .",0,0
Sure.That ’ s not a problem.Do you have the list of courses you want to taketh semester ?,0,0
what kinds of decisions do you leave to other people ?,0,0
Oh . I just can ’ t forget it .,1,0
"Oh , yeah . I forgot tax . Give me four then , please .",1,0
"Yes , please .",0,0
"Find out what other companies charge for the same products or services . Price yourself near the low end . Don ’ t be much cheaper than everyone else , because many customers distrust very cheap things . Th",0,0
What's going on ?,0,0
"Yeah , I like her way of teaching . She told us not to cram for exams , and to pay more attention to communicating than memorizing .",0,0
"I'm not comfortable about this , Sandy . I don't understand most of these games .",0,0
OK !,0,0
A chess board ! Daddy is going to teach you how to play !,0,0
Our products are of good quality.Since the prices of textiles have gone up in the world market we've had to increase them on some items by about ten percent.If you place a large order it is possible for us to cut down the prices by five percent,0,0
"You can have more than 1 key if you'd like , but we must have signature cards for each box .",0,0
"Oh , do you ? Good .",0,0
What's her last name ?,0,0
Yes . My name ’ s Mark Benson . I just started a couple of weeks ago .,0,0
I ’ d rather you typed it .,0,0
Ha ! It's not like you've ever been one to beat around the bush .,0,0
I don't know why Mark often comes to me and asks me for advice . I smell some rat in it .,0,0
OK . I know . Thank you .,0,0
"No , they stayed home and played cards with the children .",0,0
"If I'm not back in ten minutes , come and find me .",0,1
We're ready to place our Christmas order and we need a formal bid .,0,0
"Hey , Wen ! Welcome to D . C . ! Glad you came out to visit !",0,0
"No , I ’ m afraid not .",0,0
"All set . May , can you help me take all these things to the living room ?",0,0
"Thank you , sir .",0,0
The doctor said I had to be careful .,1,1
I would be willing to put in a different color carpet if you pay the price difference .,1,0
That's great news ! You look much more relaxed than you did yesterday .,0,0
"OK , wait for a moment . Well , I am sorry , but we are not authorized to exchange coins because it is low and we do not have enough foreign coins . In this case , you'd better change 2,000 $ to Swiss francs .",0,0
Are you married ?,0,0
"In my parking lot , at 2pm .",0,0
"Yeah , fortunately it did not cause a disaster .",0,0
"No problem . Actually , we have some great packages . The most exciting season of Hawaii is now . How about a relaxing vacation in Hawaii ?",0,0
"I don't have any with me , but I think I could manage to bring a free copy home for you .",0,0
It makes no sense to tell him about that .,0,0
"Have a nice journey , Lily .",0,0
I suppose a proposed a law needs the support of the big political parties .,0,0
"Oh , no , I'm afraid not . These things are just too old to guarantee anything .",0,0
Everywhere I go ?,0,0
I voted for him .,0,0
I think you have chicken pox ! You are contagious ! Get away ! Don ’ t breathe on me !,0,0
Really ?,0,0
Here are some.They ' re on special sale these days .,0,0
Make it tighter . I want the blood stopped.Then wrap some bandages around the cut . Then we can go . Ouch ! I hope I can walk .,1,1
"Thanks , Hugh . I owe you one .",0,0
"I'm in a bit of a hurry today , so we'd better make it to go . Thanks for asking .",0,0
"Yes , of course . I can't wait to be there .",0,0
"Hmm , that ’ s a tough question . But I would have to say my passion . I ’ m really passionate about journalism and passionate about my career .",0,0
How much do you charge ?,0,0
"Green , G-R-E-E-N , but just call me Mary .",0,0
"No , not out of order . But we seem to have a bad connection on the phone line . I can ’ t hear you clearly .",0,0
So that we can sit down together and listen to some music .,0,0
What ?,0,0
Yes . I ’ Ve won the first prize in the math contest .,0,0
You ’ re darn right !,0,0
Thanks .,0,0
"No , I can't see that happening . I know you're a good cook and nothing like that would ever happen .",0,0
"Yes . I've been through them and there's a problem , a rather major discrepancy actually . You see ? It should be KN509 .",0,0
"No , I'm not .",0,0
"Oh , hey , how about a new car ? They've got easy loans now . You'd feel so good driving a new car .",0,0
Will it be all right to visit you this evening ?,1,0
That is a long way to go . It is so kind of you to help me . Thank you very much .,0,0
Guess what came in the mail today ?,0,0
I'd like to mail this letter to Taipei .,0,0
I don't know ! The picture went blank all of a sudden . It's probably the picture tube .,0,0
How about oil or spray ?,0,0
"Well , I ’ Ve got some papers due .",0,0
"He is in his office , but you'd better choose your words carefully while talking to him .",0,0
"Your price is rather out of line , much higher than we expected . We can't buy with your offer .",0,0
"Yes , is there something wrong ?",0,0
That's a lot of work .,0,0
Leaving on September 5th and returning to New York City on October 9th .,0,0
Not at all .,0,0
Only about twenty minutes .,0,0
Here you are . Keep the change .,0,0
My cigarettes .,0,0
Here are some nice brown hats.Try this hat on.It ' s a very good one .,0,0
"Yes , I got married to a man that I met shortly after I divorced my first husband .",0,0
Be confident . Wear styles you ’ re going to be comfortable in .,0,0
There is no pepper here .,0,0
Could you give more detail information about some of the industries you just mentioned ?,0,0
"Yeah , I suppose you wouldn't want to see that , huh ?",0,0
She must be an honest person .,0,0
10:00 AM . When am I supposed to check in ?,0,0
Tell me more .,0,0
Not very well . I haven ’ t found anything within my price range yet .,0,0
"OK , thank you .",0,0
That's alright . Make sure everyone knows that we must stick to the new deadline .,0,0
"Hey , Frank , there is that Janet chick .",0,0
How was Mei ’ s party on Saturday ?,0,0
I'm afraid you'll need to have your visa extended before we can have you check in .,0,0
I'm glad you like them . They are all made of silk . Here on display are all the most popular and favorite products . What items are you particularly interested in ?,0,0
"yes , we are . obviously , we'd like something as cheap as possible . we've heard that there are places for 80 to 100 pounds a month .",0,0
I want to have Mexican food for dinner .,0,0
Really ? Who made that rule up ?,0,0
Is six o ’ clock okay ?,0,0
"I can handle that . I can operate word - processor , fax machine , photostat , and other office equipments .",0,0
"Isabelle , you know I'm not interested in fame .",0,0
"Yeah , yeah , yeah ! They wipe out tight , tired feelings and remove lines and age signs . Blah , blah ... See , I can even recite it .",1,0
May i speak to David please ?,0,0
"Have a nice day , bye !",0,0
I'm sorry to tell you that I have to cancel our appointment .,1,0
Is she as clever as you ?,0,0
"Yes , we have a showroom not far away from here , Mr . Black . Are you free now ?",0,0
OK . Thanks a lot .,0,0
I know .,0,0
What ? No kidding !,0,0
"Okay , I'm coming downstairs now .",0,0
"I see . There was also the famous ping pong diplomacy , wasn't there ?",0,0
I'll talk to my husband about it ; I'm sure he'll say yes ! He loves Switzerland !,0,0
"With everything , with everybody , with all this !",0,0
"Fine . I will be there around two . If someone is not there , I will use my key to get in .",1,0
"Yes , He had just bought a new motorcycle .",0,0
"Let me check you out of your old room , you have to sign here , and acknowledge these changes and also the charges to your previous room . Then I can hook you right up to room 1780 .",0,0
I'm in computing . I work for Macrohard .,0,0
"Look at him , he's buff .",0,0
"No , we don't . I am sorry . It's 30 dollars and 10 cents in total .",0,0
What is the next step ?,0,0
"while you ’ re cleaning the cooker , I ’ ll wipe the worktop . That was a great meat , by the way .",0,0
"It is , buy remember that we only have a few minutes to make our presentation . We can select cities from each part and give data for each one .",0,0
They're still fighting hard.Let ' s wait and see .,1,0
Is it free of charge ?,0,0
I'm catching the 11:00 train .,0,0
She looks very beautiful . She is a nice girl .,0,0
"Yeah , you seem to like those styles .",0,0
"Hello , may I speak to Alice please ?",0,0
"No , I'm proficient in both written and spoken English , but I can only carry on a simple conversation in French .",0,0
We could try it for the first few weeks and see if she likes it .,0,0
I'm sorry that I was absent yesterday .,0,0
What kind would you like to open ?,0,0
Exactly .,0,0
I understand . It's good you came to the emergency room .,1,1
We are going door to door .,0,0
I'm going to give you a ticket .,0,0
I was wondering if I could borrow the company van for a fundraiser this weekend .,0,0
The styte is OK . Which country is this made in ?,0,0
"Not really , Betty . What do you need ?",0,0
Don't be so sure . He loves the vase I bought here last week .,0,0
What kind shall we get ?,0,0
"Hi , David . You are very difficult to reach . I called several times . But I kept getting a busy signal . Is your phone out of order ?",0,0
"Well , in that case I guess maybe you can be more understanding . You shouldn't let a trivial thing like this stand in the way of your friendship . After all you can go to the beach anytime you want .",0,0
"Really ? I had no idea . Let me check.Yes , it's dead . There's no dial tone .",0,0
"I have experience in computer operation , proficiency in Microsoft Windows , Microsoft Word and Microsoft Excel .",0,0
Take the No . 7 bus . There's a bus stop just over there .,0,0
"Yes , I do . Everyone ’ s really friendly . Sometimes , I wish I worked outdoors more , especially during the summer .",0,0
All right . That sounds fair .,0,0
"Because your bank is a new one , I think I'll be given more opportunities , and the working conditions and surroundings are so excellent here .",1,0
How long have you been living here ?,0,0
"But thats only in the cities , isnt it ?",0,0
"I guess the first thing is the price , the second is the size , and of course the color will play a role too . But I have to be honest . It is our today ’ s responsibility to take care about our environment . Therefore , I will also pay attention to the fuel consumption of the car . You know , the rise in gasoline prices is huge . So I would rather to consider a smaller car with smaller engine . For which I can also save some tax . Last of the list , I also consider the safety .",1,0
Of course . That's what we deserve .,0,0
"Yes , I do . I have a Current Account , a credit card and a mortgage with you already .",0,0
So it looks like we start selling in the U . S . next year .,0,0
Buenos Aires .,0,0
What else do I have to do ?,0,0
"I heard about it , but I don't have any clothes made from silk .",0,0
"Well , then , would you fill out this PIR from ? And also we need your signature here .",1,0
Four by six will do .,1,0
That's true.Just hope Wendy can recover from the pain of divorce soon .,1,0
"Talk to him , try to cheer him up when he is down and if that doesn ’ t work , I say get rid of him and get a new one !",0,0
"Not at all , guys also get facials , manicures and pedicures . There is nothing wrong with looking after your skin and looking good .",0,0
We should plan to move out of here before July . I'm tired of living in apartments .,1,0
"Miao Ping , in your opinion , should we go for the Type A or Type B Account ?",0,0
I've never done that before . Will I lose all my files ?,1,0
"Linda , I wanted to tell you how much I enjoyed our time together last Friday night .",0,0
"Ok , good luck . See you",0,0
I heard it is only about one hundred twenty dollars a month for 8 lessons .,0,0
I think so . I see it by the radio this morning .,0,0
This is the right place . Please join us .,0,0
"Sure . She is the ideal girl , the one I had dreamed of .",0,0
Can you tell which team seems to win ?,0,0
I like champagne .,0,0
What did he say ?,0,0
I had a great time too and was thinking that maybe you might want to join me for a hike to the waterfalls on Saturday .,1,0
"I would like my margarita with no salt , thank you .",0,0
Maybe you should consider going to a hot springs resort outside of Beijing . I heard they are very relaxing .,0,0
Why ?,0,0
My name is Helen Levin . I'm the HR director of our company .,0,0
"I swear never to drink again . Just give me another chance , please !",0,0
"yes , but I have a few questions for you .",0,0
"I know you don ’ t want to pay for a job , but I think it ’ s time we consulted a headhunter .",0,0
And don ’ t ever forget it .,1,0
I can agree to that .,0,0
I am thinking about the popcorn shrimp . How is that ?,0,0
"The idea is that the people and dates change , but the reason why things happen stay the same .",0,0
"Just a moment , sir . Let me check the reservation list . Sorry , I'm afraid we're fully booked tonight . Would you like to make a reservation some other time ?",0,0
So I will cut the sides just above the ear . Is that good ?,1,0
How many of you ?,0,0
"Hi Amanda , how are you ? I've missed working with you and the whole gang since my transfer last week .",0,0
Good morning ! Welcome to our office !,0,0
"Come on , Tara . Let ’ s go up to the window and buy two tickets . The movie is starting in a few minutes .",0,0
"Good , morning ! Can I help you ?",0,0
Hello ! We ’ Ve been waiting for our lunch order for over an hour . Did you forget our order ?,1,0
I can tell you what kind I like .,0,0
"Don't forget the sun block lotion . You don't want a sunburn , do you ?",1,0
Three years . They've been dating since freshman year . They're even talking about marriage .,0,0
Wow . He's heavy ! And his skin feels really cool .,0,0
Same to you .,0,0
My feet is size 37 .,0,0
Is there any produce on sale ?,0,0
Sure . I'm really sorry for the trouble I've made .,0,0
"Those are possible problems , but tell me , when you turn the key , do you hear the starter motor crank ?",0,0
"Oh , yes . The ski slopes are well lit . It's really nice to ski at night . Why don't you learn to ski ?",0,0
What did you say ?,0,0
It's a good way to save money .,0,0
The rent is $ 725 each month .,0,0
"Li Lei , can you tell me what the origin of Easter is ?",0,0
"Right now I'll teach you to open files , save files and copy files . Are you ready ?",0,0
Go alone if you want . I will wait at that cafe and have a soda .,1,0
Welcome to our shop . It seems you are interested in this dress .,0,0
Would you like it with salt or no salt ?,0,0
I love it when the weather is like this.Why don't we sit down outside and have our lunch ?,0,0
I feel exactly the same way as you .,0,0
"Dude , what are you talking about ? Only girls do that .",0,0
Welcome here again .,0,0
It's very impressive . Can you use the Internet on your phone ?,0,0
An impressive officer is vital to the image projected by the company .,0,0
You don't sound too excited about going to your reunion .,0,0
"You take the D train on the downtown platform , and go three stops .",0,0
It's DG193445782100 . Can you find it ?,0,0
"So , show me the note please .",0,0
"Good morning , Passport , please .",0,0
"Hi there , Philip . How ’ s everything going ?",0,0
You shouldn ’ t work so hard .,0,0
All right . Another time then .,0,0
"How about some chicken , ground beef , and some steak .",0,0
"In the past , our welfare program has consisted of benefits packages only , meaning partial health insurance coverage and retirement plan . But we hope to boost morale by increasing incentives and adding additional welfare considerations .",0,0
"Well , that is the chart showing our company ’ s organizational structure .",0,0
Everything you are doing is perfect .,0,0
Where did you go to university ?,0,0
Is everything ready for the big family barbecue tomorrow ?,0,0
I have a tuition scholarship from the university . Otherwise I ’ m on my own .,0,0
Sounds real good . It's a pity that I missed that .,0,0
Not yet . But I am still looking through the classifieds . Wish me luck .,1,0
Are there many idioms in English ?,0,0
I had no idea .,0,0
good for you . I know many people just leave their blogs alone after the first few months .,0,0
I came to see my aunt .,0,0
"Big talk , I ’ d say . He does not have a girlfriend yet .",0,0
May I try it on ?,0,0
In half an hour . The surface of the lake is calm .,0,0
Yes.Does that mean I'll have to pay duty on it ?,0,0
That's not as complicated as you suppose .,0,0
it gives me a lot of pressure and I feel depressed .,1,1
"All right . Oh , I nearly forgotten , I left my sneakers at my office .",1,0
"Well , if he can become president , then I can at least get a promotion .",0,0
"You are booked , Ms . Green .",0,0
I saw her yesterday . She was a little better .,0,0
"Yes , It does look a bit sore.Let ’ s take your extra way of your chest and give you a few tests .",0,1
Let ’ s call it a day .,0,0
I think so .,0,0
How is everything going on ?,0,0
"Miss , I just can't help you on this . I'm a pharmacist , not a doctor . And there are other customers I need to help now . I know it is frustrating when this happens.But there is nothing I can do about it . I'm sorry .",1,0
The end of this month .,0,0
"I wish I could . But you even don ’ t have a B . A , so I ’ m sorry to say there ’ s no chance .",0,0
"Hold the line , please . I'll put your call through .",0,0
I'll take it .,0,0
Thank you for choosing Bruno's . We look forward to seeing you on the 2nd .,0,0
"Alright , Ma'am . And what color did you want ?",0,0
Arriving the 25th of September and leaving on the 28th ? Three nights ?,0,0
"But sometimes they offer some useless proposals , it's awfully useless .",0,0
Which classes ?,0,0
"Nothing really , why , what ' s up ?",0,0
I'll try that . Do you have facial cream to go with that ?,0,0
"Oh , she is .",0,0
"Good morning , Maintenance Department .",0,0
"It sounds good now , but I'm traditional . I want the degree , so I wouldn't have accepted the offer .",0,0
"Just to the bottom of my ears . By the way , I'd like a shave , too .",0,0
What do you want to study ?,0,0
"I'm not sure . Medium , I suppose . Maybe a little on the heavy side .",0,0
"Cool , give me a pint of Heineken and half a pint of Bud .",0,0
We could make it lower for you . What's your counter-offer ?,0,0
Mistakes are just a lessons to learn from .,0,0
I hope so .,0,0
It ’ s my treat this time .,0,0
"Well , I ’ m from Chicago . There few people take the time to get to know their neighbors .",0,0
no . what's it like ?,0,0
And look out she's dressed .,0,0
"Well , it could be me too . But I am not too worried . This place is suffocating me with this boss being such a hard-ass and colleagues who barely know how to get dressed in the morning . It would almost be a blessing to be fired from this place .",0,0
It's for myself .,0,0
"Susan , just one last week I went out to have a lunch with her . There is nothing for you to be jealous about . I like your company much better than Janet ’ s .",0,0
Yes .,0,0
"No , I didn't . I'm innocent . Those aren't mine . Whatever you found is someone else's stuff . You can't prove anything . I wasn't there when you went in , and you can't prove it's my stuff .",0,0
"Yeah , that's why I'm here . My friends dragged me here , because they think I spend too much time studying .",0,0
"Yes , it's really a surprise . How are you ?",0,0
"Excuse me , waiter , would you please give us a menu ?",0,0
Thank you for a very enjoyable evening and your hospitality .,1,0
The toaster is over there on the kitchen counter . Help yourself .,0,0
They are . We can find many different kinds of flowers and insects in the park .,0,0
"Well , how does it look ?",0,0
No trouble at all .,0,0
"I see . So let me get this straight . If I borrow let ’ s say , ten thousand dollars , how much will I have to pay each month ?",1,0
Nothing really .,0,0
I just think it will be a little difficult for her to be away from home for so long right off the bat .,1,0
There're a lot of suspicions that the International Space Station is never going to become reality . Is it going to be some future project that never happens ?,0,0
I can't forget about this when next time .,1,0
"You are an early bird , Tom . What do you do in the morning then ?",0,0
Yes .,0,0
Right . Cool ! Let's go !,0,0
It's not even noon yet .,0,0
It is depressing to hear the price goes higher and higher .,0,0
It sounds great . How much is the rent ?,0,0
I found cockroaches in my room .,0,0
"I must , if I want to pass the course .",0,0
What's the trouble ?,0,0
"Fine , sir . For how many people , please ?",0,0
"Hello , Mr . Sun .",0,0
I want to take part in the bus tour . When does the bus leave ?,0,0
How was it ?,0,0
Did you take any pictures ?,0,0
"Ladies and gentlemen , now we are in the National Forest Park .",0,0
Why not ?,0,0
"It's me , sir . But I am sorry I have forgotten to prepare for it .",1,1
How much is it ?,0,0
High blood pressure is called the silent killer because it hardly ever has symptoms .,1,0
Autumn . Autumn is the best season in Beijing .,0,0
Never mind the getup.She ' s beautiful !,0,0
It ’ ll only take me a minute to complete your transaction .,0,0
"Oh , come on . I will be back as early as possible .",1,0
"Excuse me , do you go to the Central Park ?",0,0
"I'll have a whole-wheat loaf , three white loaves , a baguette and ten rolls , please . How much is that ?",0,0
"Cool , fellow , what's the date today , buddy ?",1,0
"I don't think we will be able to pay the price . To have this business concluded , you need to lower your price at least by 3 % .",1,0
I'm going to go hiking . Do you want to join me ?,0,0
"Well , the scene of the hero's struggle with enemies impressed me the most .",0,0
I see . How about buying and selling items ?,0,0
Anything else ?,0,0
"Certainly , sir .",0,0
I had fun talking to you .,0,0
We just decided to stop seeing each other . It was all very amicable . Are you still going out with mike ?,1,0
"That one , the one that says , “ Mail . ”",0,0
"Aha , but how do you prevent it coming into your life and taking oversour evenings and at the same time perhaps get . . . get out of thetelevision some of the sort of best things ... best programmes that ... that undoubtedly are on television ?",0,0
That's the most important thing .,0,0
"Doctor , I have a bad cough and a headache .",1,1
"Usually , if the problem is insignificant I advise the customer to go ahead ; it's normally a translation problem or something like that . But this does seem a little more serious . I suggest you get back on to them right now and ask them about it . Hopefully you can sort it out over the phone .",0,0
What about cheese cake or apple pie ?,0,0
"Yes , well you haven ’ t had one for ... five years . You should have one every year .",0,0
You're welcome .,0,0
Thanks . I'll get back to you .,0,0
"Well , I was just wondering . . . you see , I know I ’ Ve used up all my vacation days this year , but my sister is getting married , and the wedding is overseas , and , well . . .",0,0
I ’ m working here today .,0,0
Oh you ’ re so kind !,0,0
do you have experience in the IT field ?,0,0
"Yeah , I'm OK , I have been having a lot of mood swings lately . I think it has to do with the pills my doctor prescribed that are causing chaos on my hormones .",1,1
Maybe the company will build dormitory for the employees in the future .,1,0
"Excuse me , madam . Is this seat taken ?",0,0
"Yes , he was . I'm not imagining it.Finally , just when I got home , I turned around and looked at him.He was just standing there . He didn't smile . He just stood there . It was so obvious.What should I do ? I'm so scared . Can I call the police ?",0,0
"Is that true ? But anyhow , it's none of our business , isn't it ?",0,0
"Well , if there is no damage , you can return it .",0,0
Thank you . Would you like a window or an aisle seat ?,0,0
"Another big step forward in saving on our office equipment , I don ’ t need a desktop anymore . A laptop is enough .",0,0
All right . Here's the lease and the check for the deposit .,0,0
